0.000002, 0.000499, 10
0.000005, 0.000237, 10
0.000010, 0.000533, 10
0.000020, 0.000948, 10
0.000025, 0.000579, 10
0.000094, 0.006852, 10
0.000187, 0.009327, 10
0.000309, 0.012182, 10
0.000463, 0.015417, 10
0.000654, 0.019033, 10
0.000884, 0.023030, 10
0.001158, 0.027406, 10
0.001480, 0.032163, 10
0.001853, 0.037300, 10
0.002281, 0.042816, 10
0.002768, 0.048712, 10
0.003318, 0.054988, 10
0.003934, 0.061642, 10
0.004621, 0.068675, 10
0.005382, 0.076087, 10
0.006221, 0.083877, 10
0.007141, 0.092044, 10
0.008147, 0.100589, 10
0.009242, 0.109510, 10
0.010430, 0.118808, 10
0.011715, 0.128481, 10
0.013100, 0.138529, 10
0.014590, 0.148951, 10
0.016187, 0.159747, 10
0.017896, 0.170915, 10
0.019721, 0.182456, 10
0.021665, 0.194367, 10
0.023731, 0.206648, 10
0.025924, 0.219298, 10
0.028247, 0.232316, 10
0.030704, 0.245701, 10
0.033299, 0.259451, 10
0.036034, 0.273565, 10
0.038915, 0.288042, 10
0.041944, 0.302880, 10
0.045124, 0.318078, 10
0.048461, 0.333634, 10
0.051956, 0.349547, 10
0.055614, 0.365814, 10
0.059439, 0.382434, 10
0.063433, 0.399405, 10
0.067600, 0.416725, 10
0.071944, 0.434392, 10
0.076468, 0.452404, 10
0.081175, 0.470759, 10
0.086070, 0.489453, 10
0.091155, 0.508485, 10
0.096433, 0.527852, 10
0.101909, 0.547552, 10
0.107585, 0.567581, 10
0.113464, 0.587938, 10
0.119550, 0.608619, 10
0.125846, 0.629621, 10
0.132356, 0.650942, 10
0.139082, 0.672577, 10
0.146027, 0.694524, 10
0.153195, 0.716780, 10
0.160588, 0.739342, 10
0.168210, 0.762205, 10
0.176064, 0.785366, 10
0.184152, 0.808823, 10
0.192478, 0.832570, 10
0.201042, 0.856420, 10
0.209844, 0.880185, 10
0.218882, 0.903862, 10
0.228157, 0.927451, 10
0.237666, 0.950949, 10
0.247410, 0.974355, 10
0.257387, 0.997668, 10
0.267596, 1.020886, 10
0.278036, 1.044008, 10
0.288706, 1.067033, 10
0.299606, 1.089960, 10
0.310733, 1.112789, 10
0.322089, 1.135518, 10
0.333670, 1.158149, 10
0.345477, 1.180680, 10
0.357508, 1.203112, 10
0.369762, 1.225445, 10
0.382239, 1.247680, 10
0.394937, 1.269817, 10
0.407856, 1.291859, 10
0.420994, 1.313806, 10
0.434351, 1.335660, 10
0.447925, 1.357424, 10
0.461716, 1.379100, 10
0.475723, 1.400692, 10
0.489945, 1.422202, 10
0.504381, 1.443634, 10
0.519031, 1.464993, 10
0.533894, 1.486284, 10
0.548969, 1.507511, 10
0.564256, 1.528681, 10
0.579754, 1.549799, 10
0.595463, 1.570874, 10
0.611382, 1.591911, 10
0.627511, 1.612920, 10
0.643850, 1.633909, 10
0.660399, 1.654887, 10
0.677158, 1.675864, 10
0.694126, 1.696851, 10
0.711305, 1.717860, 10
0.728694, 1.738901, 10
0.746294, 1.759988, 10
0.764105, 1.781135, 10
0.782128, 1.802354, 10
0.800365, 1.823661, 10
0.818816, 1.845071, 10
0.837482, 1.866600, 10
0.856364, 1.888265, 10
0.875465, 1.910083, 10
0.894786, 1.932072, 10
0.914328, 1.954250, 10
0.934095, 1.976635, 10
0.954087, 1.999248, 10
0.974308, 2.022107, 10
0.994761, 2.045234, 10
1.015447, 2.068647, 10
1.036371, 2.092368, 10
1.057535, 2.116418, 10
1.078943, 2.140816, 10
1.100599, 2.165584, 10
1.122506, 2.190742, 10
1.144670, 2.216310, 10
1.167093, 2.242309, 10
1.189780, 2.268757, 10
1.212737, 2.295674, 10
1.235968, 2.323079, 10
1.259478, 2.350989, 10
1.283272, 2.379421, 10
1.307356, 2.408390, 10
1.331735, 2.437913, 10
1.356415, 2.468003, 10
1.381402, 2.498672, 10
1.406701, 2.529933, 10
1.432319, 2.561795, 10
1.458262, 2.594267, 10
1.484535, 2.627357, 10
1.511146, 2.661070, 10
1.538100, 2.695412, 10
1.565404, 2.730384, 10
1.593064, 2.765988, 10
1.621086, 2.802225, 10
1.649477, 2.839092, 10
1.678243, 2.876586, 10
1.707388, 2.914517, 10
1.736915, 2.952690, 10
1.766826, 2.991089, 10
1.797123, 3.029698, 10
1.827808, 3.068498, 10
1.858882, 3.107471, 10
1.890348, 3.146595, 10
1.922207, 3.185849, 10
1.954459, 3.225209, 10
1.987105, 3.264651, 10
2.020147, 3.304151, 10
2.053584, 3.343683, 10
2.087416, 3.383222, 10
2.121643, 3.422743, 10
2.156266, 3.462218, 10
2.191282, 3.501622, 10
2.226691, 3.540930, 10
2.262492, 3.580115, 10
2.298684, 3.619151, 10
2.335264, 3.658016, 10
2.372231, 3.696683, 10
2.409582, 3.735129, 10
2.447315, 3.773332, 10
2.485428, 3.811269, 10
2.523917, 3.848918, 10
2.562780, 3.886260, 10
2.602013, 3.923274, 10
2.641612, 3.959943, 10
2.681574, 3.996247, 10
2.721896, 4.032171, 10
2.762573, 4.067699, 10
2.803601, 4.102815, 10
2.844976, 4.137507, 10
2.886694, 4.171760, 10
2.928750, 4.205564, 10
2.971139, 4.238906, 10
3.013856, 4.271777, 10
3.056898, 4.304169, 10
3.100259, 4.336071, 10
3.143934, 4.367477, 10
3.187917, 4.398381, 10
3.232205, 4.428775, 10
3.276792, 4.458655, 10
3.321672, 4.488017, 10
3.366840, 4.516855, 10
3.412292, 4.545168, 10
3.458022, 4.572953, 10
3.504024, 4.600207, 10
3.550293, 4.626929, 10
3.596824, 4.653117, 10
3.643612, 4.678772, 10
3.690651, 4.703894, 10
3.737936, 4.728482, 10
3.785461, 4.752537, 10
3.833222, 4.776060, 10
3.881212, 4.799053, 10
3.929427, 4.821517, 10
3.977862, 4.843455, 10
4.026511, 4.864867, 10
4.075368, 4.885758, 10
4.124429, 4.906128, 10
4.173689, 4.925981, 10
4.223142, 4.945320, 10
4.272784, 4.964148, 10
4.322609, 4.982468, 10
4.372611, 5.000283, 10
4.422787, 5.017567, 10
4.473130, 5.034325, 10
4.523636, 5.050587, 10
4.574300, 5.066356, 10
4.625116, 5.081635, 10
4.676080, 5.096427, 10
4.727188, 5.110736, 10
4.778433, 5.124563, 10
4.829812, 5.137913, 10
4.881320, 5.150786, 10
4.932952, 5.163186, 10
4.984703, 5.175115, 10
5.036569, 5.186574, 10
5.088545, 5.197566, 10
5.140626, 5.208091, 10
5.192807, 5.218150, 10
5.245085, 5.227745, 10
5.297453, 5.236875, 10
5.349909, 5.245540, 10
5.402446, 5.253740, 10
5.455061, 5.261473, 10
5.507748, 5.268739, 10
5.560504, 5.275534, 10
5.613322, 5.281856, 10
5.666199, 5.287702, 10
5.719130, 5.293068, 10
5.772109, 5.297950, 10
5.825133, 5.302341, 10
5.878195, 5.306236, 10
5.931291, 5.309629, 10
5.984417, 5.312510, 10
6.037565, 5.314873, 10
6.090732, 5.316707, 10
6.143912, 5.318003, 10
6.197100, 5.318749, 10
6.250289, 5.318933, 10
6.303475, 5.318543, 10
