dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,2.851547,11.967447,1.213004,3.152586,4.590131,-0.098920,0.243599
0.010000,2.882560,11.975269,1.244989,3.198466,4.588019,-0.211220,0.250550
0.010000,2.913962,11.983424,1.277432,3.244313,4.584703,-0.331593,0.257618
0.010000,2.945747,11.991921,1.310333,3.290115,4.580130,-0.457366,0.264801
0.010000,2.977911,12.000769,1.343692,3.335857,4.574217,-0.591237,0.272100
0.010000,3.010448,12.009977,1.377507,3.381526,4.566907,-0.731026,0.279514
0.010000,3.043353,12.019556,1.411778,3.427107,4.558134,-0.877335,0.287042
0.010000,3.076620,12.029515,1.446504,3.472585,4.547818,-1.031581,0.294683
0.010000,3.110243,12.039863,1.481684,3.517944,4.535908,-1.191001,0.302436
0.010000,3.144216,12.050609,1.517315,3.563168,4.522339,-1.356869,0.310299
0.010000,3.178531,12.061763,1.553398,3.608238,4.507042,-1.529716,0.318272
0.010000,3.213181,12.073335,1.589929,3.653138,4.489972,-1.707034,0.326352
0.010000,3.248159,12.085333,1.626908,3.697849,4.471065,-1.890645,0.334538
0.010000,3.283457,12.097767,1.664331,3.742351,4.450276,-2.078922,0.342828
0.010000,3.319066,12.110645,1.702197,3.786627,4.427561,-2.271517,0.351219
0.010000,3.354977,12.123977,1.740504,3.830656,4.402879,-2.468184,0.359710
0.010000,3.391183,12.137771,1.779248,3.874418,4.376194,-2.668475,0.368298
0.010000,3.427673,12.152035,1.818427,3.917893,4.347479,-2.871556,0.376980
0.010000,3.464438,12.166777,1.858038,3.961060,4.316720,-3.075887,0.385753
0.010000,3.501468,12.182007,1.898077,4.003899,4.283894,-3.282611,0.394615
0.010000,3.538752,12.197730,1.938540,4.046389,4.249003,-3.489079,0.403561
0.010000,3.576280,12.213955,1.979426,4.088509,4.212051,-3.695185,0.412589
0.010000,3.614040,12.230689,2.020728,4.130240,4.173044,-3.900732,0.421694
0.010000,3.652023,12.247938,2.062444,4.171560,4.132012,-4.103140,0.430874
0.010000,3.690215,12.265708,2.104568,4.212450,4.088982,-4.303056,0.440124
0.010000,3.728606,12.284007,2.147097,4.252889,4.043994,-4.498815,0.449439
0.010000,3.767184,12.302839,2.190026,4.292861,3.997105,-4.688867,0.458815
0.010000,3.805936,12.322209,2.233349,4.332344,3.948368,-4.873654,0.468249
0.010000,3.844849,12.342123,2.277062,4.371323,3.897863,-5.050519,0.477734
0.010000,3.883913,12.362584,2.321160,4.409779,3.845664,-5.219954,0.487266
0.010000,3.923113,12.383597,2.365637,4.447698,3.791866,-5.379711,0.496840
0.010000,3.962438,12.405165,2.410488,4.485064,3.736567,-5.529993,0.506451
0.010000,4.001874,12.427290,2.455706,4.521863,3.679876,-5.669046,0.516094
0.010000,4.041409,12.449975,2.501287,4.558082,3.621909,-5.796678,0.525762
0.010000,4.081029,12.473222,2.547224,4.593710,3.562794,-5.911538,0.535452
0.010000,4.120723,12.497032,2.593512,4.628736,3.502657,-6.013698,0.545156
0.010000,4.160477,12.521406,2.640143,4.663153,3.441641,-6.101631,0.554869
0.010000,4.200279,12.546345,2.687113,4.696951,3.379883,-6.175782,0.564585
0.010000,4.240116,12.571849,2.734414,4.730127,3.317534,-6.234844,0.574299
0.010000,4.279976,12.597916,2.782041,4.762674,3.254742,-6.279280,0.584005
0.010000,4.319847,12.624545,2.829986,4.794591,3.191659,-6.308280,0.593696
0.010000,4.359716,12.651736,2.878245,4.825875,3.128437,-6.322143,0.603367
0.010000,4.399573,12.679486,2.926810,4.856527,3.065230,-6.320737,0.613011
0.010000,4.439405,12.707792,2.975676,4.886549,3.002189,-6.304123,0.622624
0.010000,4.479202,12.736651,3.024835,4.915944,2.939462,-6.272703,0.632198
0.010000,4.518950,12.766059,3.074279,4.944402,2.845833,-9.362831,0.641728
0.010000,4.558634,12.796006,3.123996,4.971621,2.721889,-12.394433,0.651207
0.010000,4.598239,12.826487,3.173972,4.997615,2.599424,-12.246494,0.660627
0.010000,4.637751,12.857490,3.224196,5.022401,2.478609,-12.081529,0.669983
0.010000,4.677157,12.889008,3.274656,5.045998,2.359603,-11.900590,0.679267
